Department,Hire_Date,Termination_Date,Tenure,Tenure_Distribution
"Human Resources",2010-07-13,,NULL,"LEGACY TENURE"
"Human Resources",2018-04-12,,NULL,"LEGACY TENURE"
"Human Resources",2019-06-29,,NULL,"LEGACY TENURE"
"Human Resources",2011-06-18,,NULL,"LEGACY TENURE"
"Human Resources",2018-05-02,,NULL,"LEGACY TENURE"
"Human Resources",2005-01-29,,NULL,"LEGACY TENURE"
"Human Resources",2006-02-18,,NULL,"LEGACY TENURE"
"Human Resources",2012-02-16,,NULL,"LEGACY TENURE"
"Human Resources",2007-05-02,,NULL,"LEGACY TENURE"
"Human Resources",2020-01-18,,NULL,"LEGACY TENURE"
"Human Resources",2015-05-16,,NULL,"LEGACY TENURE"
"Human Resources",2015-01-22,2033-02-14,18.0767,"LEGACY TENURE"
"Human Resources",2004-07-17,,NULL,"LEGACY TENURE"
"Human Resources",2016-04-22,,NULL,"LEGACY TENURE"
"Human Resources",2003-10-18,,NULL,"LEGACY TENURE"
"Human Resources",2007-01-05,,NULL,"LEGACY TENURE"
"Human Resources",2011-07-31,,NULL,"LEGACY TENURE"
"Human Resources",2018-06-19,,NULL,"LEGACY TENURE"
"Human Resources",2008-07-22,,NULL,"LEGACY TENURE"
"Human Resources",2013-11-08,,NULL,"LEGACY TENURE"
"Human Resources",2001-02-13,,NULL,"LEGACY TENURE"
"Human Resources",2020-03-17,2036-02-14,15.9233,"LEGACY TENURE"
"Human Resources",2003-10-03,,NULL,"LEGACY TENURE"
"Human Resources",2019-03-24,,NULL,"LEGACY TENURE"
"Human Resources",2015-07-13,,NULL,"LEGACY TENURE"
"Human Resources",2010-05-02,,NULL,"LEGACY TENURE"
"Human Resources",2006-09-29,,NULL,"LEGACY TENURE"
"Human Resources",2010-04-01,2015-01-12,4.7863,"MEDIUM TERM"
"Human Resources",2003-10-01,2008-10-09,5.0274,"MEDIUM TERM"
"Human Resources",2019-08-14,,NULL,"LEGACY TENURE"
"Human Resources",2007-10-11,2023-12-29,16.2274,"LEGACY TENURE"
"Human Resources",2005-06-26,,NULL,"LEGACY TENURE"
"Human Resources",2014-11-04,,NULL,"LEGACY TENURE"
"Human Resources",2020-02-28,,NULL,"LEGACY TENURE"
"Human Resources",2010-07-10,2011-01-08,0.4986,"ENTRY LEVEL"
"Human Resources",2017-09-25,,NULL,"LEGACY TENURE"
"Human Resources",2001-11-18,,NULL,"LEGACY TENURE"
"Human Resources",2015-07-03,2018-09-19,3.2164,"MEDIUM TERM"
"Human Resources",2004-12-20,2016-12-02,11.9589,"LONG TERM"
"Human Resources",2013-04-02,2028-07-17,15.3014,"LONG TERM"
"Human Resources",2008-05-31,,NULL,"LEGACY TENURE"
"Human Resources",2006-05-05,,NULL,"LEGACY TENURE"
"Human Resources",2008-07-01,,NULL,"LEGACY TENURE"
"Human Resources",2007-08-16,,NULL,"LEGACY TENURE"
"Human Resources",2016-11-24,,NULL,"LEGACY TENURE"
"Human Resources",2017-03-12,2038-01-11,20.8493,"LEGACY TENURE"
"Human Resources",2006-02-13,,NULL,"LEGACY TENURE"
"Human Resources",2004-11-07,2006-04-15,1.4356,"ENTRY LEVEL"
"Human Resources",2011-12-01,,NULL,"LEGACY TENURE"
"Human Resources",2014-03-28,,NULL,"LEGACY TENURE"
"Human Resources",2010-07-23,,NULL,"LEGACY TENURE"
"Human Resources",2018-09-22,2036-09-22,18.0137,"LEGACY TENURE"
"Human Resources",2014-12-30,,NULL,"LEGACY TENURE"
"Human Resources",2002-10-06,,NULL,"LEGACY TENURE"
"Human Resources",2007-09-27,,NULL,"LEGACY TENURE"
"Human Resources",2001-08-13,2005-02-15,3.5123,"MEDIUM TERM"
"Human Resources",2003-04-28,,NULL,"LEGACY TENURE"
"Human Resources",2019-09-17,,NULL,"LEGACY TENURE"
"Human Resources",2004-04-19,,NULL,"LEGACY TENURE"
"Human Resources",2015-03-29,,NULL,"LEGACY TENURE"
"Human Resources",2015-06-27,2028-12-18,13.4877,"LONG TERM"
"Human Resources",2004-12-08,,NULL,"LEGACY TENURE"
"Human Resources",2020-10-24,,NULL,"LEGACY TENURE"
"Human Resources",2013-04-30,,NULL,"LEGACY TENURE"
"Human Resources",2005-10-31,,NULL,"LEGACY TENURE"
"Human Resources",2003-08-11,,NULL,"LEGACY TENURE"
"Human Resources",2009-12-16,2030-12-19,21.0219,"LEGACY TENURE"
"Human Resources",2008-08-25,,NULL,"LEGACY TENURE"
"Human Resources",2018-08-05,2028-01-24,9.4767,"MEDIUM TERM"
"Human Resources",2002-06-26,,NULL,"LEGACY TENURE"
"Human Resources",2002-12-02,,NULL,"LEGACY TENURE"
"Human Resources",2015-02-27,,NULL,"LEGACY TENURE"
"Human Resources",2012-06-22,2029-07-22,17.0932,"LEGACY TENURE"
"Human Resources",2010-12-29,,NULL,"LEGACY TENURE"
"Human Resources",2016-11-28,2034-09-12,17.8000,"LEGACY TENURE"
"Human Resources",2010-03-13,2016-11-07,6.6603,"MEDIUM TERM"
"Human Resources",2015-03-11,,NULL,"LEGACY TENURE"
"Human Resources",2018-08-15,,NULL,"LEGACY TENURE"
"Human Resources",2016-01-26,,NULL,"LEGACY TENURE"
"Human Resources",2016-10-07,2036-12-09,20.1863,"LEGACY TENURE"
"Human Resources",2006-02-10,,NULL,"LEGACY TENURE"
"Human Resources",2014-12-27,,NULL,"LEGACY TENURE"
"Human Resources",2001-12-12,,NULL,"LEGACY TENURE"
"Human Resources",2020-08-10,,NULL,"LEGACY TENURE"
"Human Resources",2006-01-20,2007-02-28,1.1068,"ENTRY LEVEL"
"Human Resources",2020-06-10,,NULL,"LEGACY TENURE"
"Human Resources",2006-12-17,,NULL,"LEGACY TENURE"
"Human Resources",2012-09-04,,NULL,"LEGACY TENURE"
"Human Resources",2009-04-05,,NULL,"LEGACY TENURE"
"Human Resources",2004-04-08,,NULL,"LEGACY TENURE"
"Human Resources",2007-12-27,,NULL,"LEGACY TENURE"
"Human Resources",2020-05-22,,NULL,"LEGACY TENURE"
"Human Resources",2003-07-18,,NULL,"LEGACY TENURE"
"Human Resources",2016-05-13,,NULL,"LEGACY TENURE"
"Human Resources",2010-10-12,,NULL,"LEGACY TENURE"
"Human Resources",2005-09-24,,NULL,"LEGACY TENURE"
"Human Resources",2008-04-25,,NULL,"LEGACY TENURE"
"Human Resources",2013-09-14,,NULL,"LEGACY TENURE"
"Human Resources",2006-03-14,2025-10-22,19.6219,"LEGACY TENURE"
"Human Resources",2003-03-02,2014-08-29,11.5014,"LONG TERM"
"Human Resources",2008-11-25,,NULL,"LEGACY TENURE"
"Human Resources",2014-06-09,,NULL,"LEGACY TENURE"
"Human Resources",2018-10-24,,NULL,"LEGACY TENURE"
"Human Resources",2015-10-03,,NULL,"LEGACY TENURE"
"Human Resources",2009-12-24,,NULL,"LEGACY TENURE"
"Human Resources",2004-07-04,,NULL,"LEGACY TENURE"
"Human Resources",2013-11-06,,NULL,"LEGACY TENURE"
"Human Resources",2005-05-03,2008-06-22,3.1397,"MEDIUM TERM"
"Human Resources",2011-07-14,,NULL,"LEGACY TENURE"
"Human Resources",2005-07-08,2006-03-07,0.6630,"ENTRY LEVEL"
"Human Resources",2010-04-24,,NULL,"LEGACY TENURE"
"Human Resources",2000-12-18,,NULL,"LEGACY TENURE"
"Human Resources",2004-04-05,2006-10-24,2.5534,"MEDIUM TERM"
"Human Resources",2013-09-10,,NULL,"LEGACY TENURE"
"Human Resources",2010-02-13,,NULL,"LEGACY TENURE"
"Human Resources",2007-06-11,,NULL,"LEGACY TENURE"
"Human Resources",2014-09-02,,NULL,"LEGACY TENURE"
"Human Resources",2005-06-24,,NULL,"LEGACY TENURE"
"Human Resources",2007-05-29,,NULL,"LEGACY TENURE"
"Human Resources",2011-03-17,2021-03-16,10.0055,"MEDIUM TERM"
"Human Resources",2001-08-04,,NULL,"LEGACY TENURE"
"Human Resources",2007-03-27,,NULL,"LEGACY TENURE"
"Human Resources",2005-01-04,2009-10-22,4.8000,"MEDIUM TERM"
"Human Resources",2004-03-07,2019-07-18,15.3726,"LONG TERM"
"Human Resources",2015-04-16,,NULL,"LEGACY TENURE"
"Human Resources",2014-12-06,,NULL,"LEGACY TENURE"
"Human Resources",2017-02-23,,NULL,"LEGACY TENURE"
"Human Resources",2004-01-15,,NULL,"LEGACY TENURE"
"Human Resources",2015-06-15,,NULL,"LEGACY TENURE"
"Human Resources",2009-02-13,,NULL,"LEGACY TENURE"
"Human Resources",2016-02-20,,NULL,"LEGACY TENURE"
"Human Resources",2015-12-17,,NULL,"LEGACY TENURE"
"Human Resources",2020-06-13,,NULL,"LEGACY TENURE"
"Human Resources",2017-10-20,,NULL,"LEGACY TENURE"
"Human Resources",2013-09-02,,NULL,"LEGACY TENURE"
"Human Resources",2013-01-24,,NULL,"LEGACY TENURE"
"Human Resources",2012-12-25,,NULL,"LEGACY TENURE"
"Human Resources",2010-12-17,,NULL,"LEGACY TENURE"
"Human Resources",2013-09-14,2019-03-26,5.5315,"MEDIUM TERM"
"Human Resources",2001-09-02,,NULL,"LEGACY TENURE"
"Human Resources",2017-07-19,,NULL,"LEGACY TENURE"
"Human Resources",2004-11-05,,NULL,"LEGACY TENURE"
"Human Resources",2003-01-14,,NULL,"LEGACY TENURE"
"Human Resources",2004-09-10,,NULL,"LEGACY TENURE"
"Human Resources",2014-09-05,,NULL,"LEGACY TENURE"
"Human Resources",2006-06-15,,NULL,"LEGACY TENURE"
"Human Resources",2002-02-03,,NULL,"LEGACY TENURE"
"Human Resources",2002-08-31,,NULL,"LEGACY TENURE"
"Human Resources",2003-12-27,,NULL,"LEGACY TENURE"
"Human Resources",2007-01-09,,NULL,"LEGACY TENURE"
"Human Resources",2018-09-22,,NULL,"LEGACY TENURE"
"Human Resources",2002-08-30,,NULL,"LEGACY TENURE"
"Human Resources",2013-08-27,,NULL,"LEGACY TENURE"
"Human Resources",2016-11-16,,NULL,"LEGACY TENURE"
"Human Resources",2002-07-06,,NULL,"LEGACY TENURE"
"Human Resources",2006-03-09,,NULL,"LEGACY TENURE"
"Human Resources",2016-08-28,,NULL,"LEGACY TENURE"
"Human Resources",2003-04-21,,NULL,"LEGACY TENURE"
"Human Resources",2004-01-04,,NULL,"LEGACY TENURE"
"Human Resources",2007-08-21,,NULL,"LEGACY TENURE"
"Human Resources",2020-11-01,,NULL,"LEGACY TENURE"
"Human Resources",2001-03-06,,NULL,"LEGACY TENURE"
"Human Resources",2019-12-23,,NULL,"LEGACY TENURE"
"Human Resources",2017-09-19,,NULL,"LEGACY TENURE"
"Human Resources",2006-08-12,,NULL,"LEGACY TENURE"
"Human Resources",2003-06-07,,NULL,"LEGACY TENURE"
"Human Resources",2012-02-29,,NULL,"LEGACY TENURE"
"Human Resources",2004-12-13,,NULL,"LEGACY TENURE"
"Human Resources",2010-03-31,,NULL,"LEGACY TENURE"
"Human Resources",2013-08-04,2033-07-09,19.9425,"LEGACY TENURE"
"Human Resources",2011-05-20,,NULL,"LEGACY TENURE"
"Human Resources",2010-10-30,2030-07-02,19.6849,"LEGACY TENURE"
"Human Resources",2020-08-12,,NULL,"LEGACY TENURE"
"Human Resources",2012-05-25,2025-03-21,12.8301,"LONG TERM"
"Human Resources",2004-01-18,,NULL,"LEGACY TENURE"
"Human Resources",2016-02-02,,NULL,"LEGACY TENURE"
"Human Resources",2009-07-06,,NULL,"LEGACY TENURE"
"Human Resources",2007-01-12,,NULL,"LEGACY TENURE"
"Human Resources",2007-08-18,2010-09-11,3.0685,"MEDIUM TERM"
"Human Resources",2020-09-27,,NULL,"LEGACY TENURE"
"Human Resources",2013-03-02,,NULL,"LEGACY TENURE"
"Human Resources",2015-07-03,,NULL,"LEGACY TENURE"
"Human Resources",2005-03-02,,NULL,"LEGACY TENURE"
"Human Resources",2003-11-25,,NULL,"LEGACY TENURE"
"Human Resources",2014-07-29,2018-12-03,4.3507,"MEDIUM TERM"
"Human Resources",2019-05-27,,NULL,"LEGACY TENURE"
"Human Resources",2020-10-15,2040-04-14,19.5096,"LEGACY TENURE"
"Human Resources",2019-03-21,,NULL,"LEGACY TENURE"
"Human Resources",2001-02-04,,NULL,"LEGACY TENURE"
"Human Resources",2012-05-13,,NULL,"LEGACY TENURE"
"Human Resources",2014-04-20,2026-03-28,11.9452,"LONG TERM"
"Human Resources",2020-07-26,,NULL,"LEGACY TENURE"
"Human Resources",2014-02-13,2021-06-21,7.3562,"MEDIUM TERM"
"Human Resources",2004-03-28,,NULL,"LEGACY TENURE"
"Human Resources",2001-10-21,,NULL,"LEGACY TENURE"
"Human Resources",2010-01-28,,NULL,"LEGACY TENURE"
"Human Resources",2020-05-03,,NULL,"LEGACY TENURE"
"Human Resources",2001-05-10,,NULL,"LEGACY TENURE"
"Human Resources",2013-02-16,,NULL,"LEGACY TENURE"
"Human Resources",2018-12-24,,NULL,"LEGACY TENURE"
"Human Resources",2012-08-30,,NULL,"LEGACY TENURE"
"Human Resources",2014-08-25,2021-09-28,7.0986,"MEDIUM TERM"
"Human Resources",2008-11-27,,NULL,"LEGACY TENURE"
"Human Resources",2008-11-27,,NULL,"LEGACY TENURE"
"Human Resources",2014-10-14,,NULL,"LEGACY TENURE"
"Human Resources",2013-01-06,,NULL,"LEGACY TENURE"
"Human Resources",2019-04-19,2029-05-15,10.0795,"MEDIUM TERM"
"Human Resources",2010-07-12,,NULL,"LEGACY TENURE"
"Human Resources",2019-12-07,,NULL,"LEGACY TENURE"
"Human Resources",2016-09-24,,NULL,"LEGACY TENURE"
"Human Resources",2009-04-23,,NULL,"LEGACY TENURE"
"Human Resources",2017-05-11,,NULL,"LEGACY TENURE"
"Human Resources",2003-08-14,,NULL,"LEGACY TENURE"
"Human Resources",2006-11-25,,NULL,"LEGACY TENURE"
"Human Resources",2014-07-20,,NULL,"LEGACY TENURE"
"Human Resources",2004-01-05,,NULL,"LEGACY TENURE"
"Human Resources",2011-04-28,,NULL,"LEGACY TENURE"
"Human Resources",2020-07-31,2033-04-28,12.7507,"LONG TERM"
"Human Resources",2001-07-24,2013-01-06,11.4630,"LONG TERM"
"Human Resources",2009-12-11,,NULL,"LEGACY TENURE"
"Human Resources",2020-12-06,,NULL,"LEGACY TENURE"
"Human Resources",2012-02-25,,NULL,"LEGACY TENURE"
"Human Resources",2007-10-20,,NULL,"LEGACY TENURE"
"Human Resources",2001-02-07,,NULL,"LEGACY TENURE"
"Human Resources",2001-05-17,,NULL,"LEGACY TENURE"
"Human Resources",2014-07-29,,NULL,"LEGACY TENURE"
"Human Resources",2001-09-20,,NULL,"LEGACY TENURE"
"Human Resources",2012-07-03,,NULL,"LEGACY TENURE"
"Human Resources",2016-07-16,,NULL,"LEGACY TENURE"
"Human Resources",2011-06-15,,NULL,"LEGACY TENURE"
"Human Resources",2001-09-25,,NULL,"LEGACY TENURE"
"Human Resources",2014-08-30,,NULL,"LEGACY TENURE"
"Human Resources",2005-08-01,,NULL,"LEGACY TENURE"
"Human Resources",2011-04-26,,NULL,"LEGACY TENURE"
"Human Resources",2010-03-07,,NULL,"LEGACY TENURE"
"Human Resources",2014-01-13,,NULL,"LEGACY TENURE"
"Human Resources",2008-07-31,,NULL,"LEGACY TENURE"
"Human Resources",2008-08-29,,NULL,"LEGACY TENURE"
"Human Resources",2012-08-26,,NULL,"LEGACY TENURE"
"Human Resources",2016-01-22,,NULL,"LEGACY TENURE"
"Human Resources",2006-02-10,2015-09-27,9.6329,"MEDIUM TERM"
"Human Resources",2003-09-07,2006-11-15,3.1918,"MEDIUM TERM"
"Human Resources",2005-04-28,,NULL,"LEGACY TENURE"
"Human Resources",2012-10-15,2024-12-24,12.2000,"LONG TERM"
"Human Resources",2001-04-01,2007-01-04,5.7644,"MEDIUM TERM"
"Human Resources",2013-03-29,2031-11-06,18.6192,"LEGACY TENURE"
"Human Resources",2010-07-07,2030-01-10,19.5260,"LEGACY TENURE"
"Human Resources",2013-09-19,,NULL,"LEGACY TENURE"
"Human Resources",2020-09-03,,NULL,"LEGACY TENURE"
"Human Resources",2008-08-28,,NULL,"LEGACY TENURE"
"Human Resources",2015-09-01,,NULL,"LEGACY TENURE"
"Human Resources",2013-01-06,,NULL,"LEGACY TENURE"
"Human Resources",2020-08-13,,NULL,"LEGACY TENURE"
"Human Resources",2012-08-01,2028-06-08,15.8630,"LEGACY TENURE"
"Human Resources",2013-10-13,,NULL,"LEGACY TENURE"
"Human Resources",2008-12-18,2018-03-17,9.2493,"MEDIUM TERM"
"Human Resources",2007-06-19,,NULL,"LEGACY TENURE"
"Human Resources",2020-09-23,,NULL,"LEGACY TENURE"
"Human Resources",2002-03-08,2017-11-23,15.7233,"LEGACY TENURE"
"Human Resources",2004-08-23,,NULL,"LEGACY TENURE"
"Human Resources",2006-10-02,,NULL,"LEGACY TENURE"
"Human Resources",2013-01-26,,NULL,"LEGACY TENURE"
"Human Resources",2019-09-17,2034-04-14,14.5836,"LONG TERM"
"Human Resources",2019-09-24,,NULL,"LEGACY TENURE"
"Human Resources",2003-03-03,,NULL,"LEGACY TENURE"
"Human Resources",2019-09-13,2021-09-25,2.0356,"ENTRY LEVEL"
"Human Resources",2017-07-24,,NULL,"LEGACY TENURE"
"Human Resources",2003-09-28,2010-06-26,6.7479,"MEDIUM TERM"
"Human Resources",2005-11-22,,NULL,"LEGACY TENURE"
"Human Resources",2015-05-16,,NULL,"LEGACY TENURE"
"Human Resources",2012-03-17,,NULL,"LEGACY TENURE"
"Human Resources",2001-12-02,,NULL,"LEGACY TENURE"
"Human Resources",2013-09-13,2023-01-09,9.3288,"MEDIUM TERM"
"Human Resources",2011-11-15,,NULL,"LEGACY TENURE"
"Human Resources",2020-07-07,,NULL,"LEGACY TENURE"
"Human Resources",2016-05-04,,NULL,"LEGACY TENURE"
"Human Resources",2018-08-24,,NULL,"LEGACY TENURE"
"Human Resources",2006-01-01,2019-08-19,13.6384,"LONG TERM"
"Human Resources",2005-09-19,,NULL,"LEGACY TENURE"
"Human Resources",2017-09-09,,NULL,"LEGACY TENURE"
"Human Resources",2010-10-21,,NULL,"LEGACY TENURE"
"Human Resources",2005-07-29,,NULL,"LEGACY TENURE"
"Human Resources",2008-12-31,2026-09-13,17.7123,"LEGACY TENURE"
"Human Resources",2013-04-08,,NULL,"LEGACY TENURE"
"Human Resources",2020-04-17,,NULL,"LEGACY TENURE"
"Human Resources",2017-01-06,,NULL,"LEGACY TENURE"
"Human Resources",2011-02-01,,NULL,"LEGACY TENURE"
"Human Resources",2001-04-24,,NULL,"LEGACY TENURE"
"Human Resources",2009-05-19,,NULL,"LEGACY TENURE"
"Human Resources",2016-11-22,,NULL,"LEGACY TENURE"
"Human Resources",2002-06-19,2016-11-06,14.3945,"LONG TERM"
"Human Resources",2001-04-03,,NULL,"LEGACY TENURE"
"Human Resources",2011-12-14,2026-11-07,14.9096,"LONG TERM"
"Human Resources",2019-03-21,2031-03-12,11.9836,"LONG TERM"
"Human Resources",2016-03-27,,NULL,"LEGACY TENURE"
"Human Resources",2004-09-23,2008-11-29,4.1863,"MEDIUM TERM"
"Human Resources",2001-02-04,,NULL,"LEGACY TENURE"
"Human Resources",2002-01-19,,NULL,"LEGACY TENURE"
"Human Resources",2009-01-24,,NULL,"LEGACY TENURE"
"Human Resources",2011-06-08,,NULL,"LEGACY TENURE"
"Human Resources",2020-06-14,,NULL,"LEGACY TENURE"
"Human Resources",2018-05-17,,NULL,"LEGACY TENURE"
"Human Resources",2018-12-07,,NULL,"LEGACY TENURE"
"Human Resources",2003-10-31,2007-06-13,3.6192,"MEDIUM TERM"
"Human Resources",2017-04-08,,NULL,"LEGACY TENURE"
"Human Resources",2009-07-16,,NULL,"LEGACY TENURE"
"Human Resources",2003-11-22,,NULL,"LEGACY TENURE"
"Human Resources",2016-09-26,,NULL,"LEGACY TENURE"
"Human Resources",2018-08-19,,NULL,"LEGACY TENURE"
"Human Resources",2001-09-02,2011-11-12,10.2000,"MEDIUM TERM"
"Human Resources",2002-02-02,2019-09-04,17.5973,"LEGACY TENURE"
"Human Resources",2001-12-12,,NULL,"LEGACY TENURE"
"Human Resources",2014-03-11,,NULL,"LEGACY TENURE"
"Human Resources",2003-10-06,,NULL,"LEGACY TENURE"
"Human Resources",2005-09-12,,NULL,"LEGACY TENURE"
"Human Resources",2003-12-03,,NULL,"LEGACY TENURE"
"Human Resources",2010-12-31,,NULL,"LEGACY TENURE"
"Human Resources",2005-12-23,,NULL,"LEGACY TENURE"
"Human Resources",2014-05-13,,NULL,"LEGACY TENURE"
"Human Resources",2011-11-30,,NULL,"LEGACY TENURE"
"Human Resources",2010-06-21,2024-01-10,13.5644,"LONG TERM"
"Human Resources",2010-03-29,,NULL,"LEGACY TENURE"
"Human Resources",2003-02-08,,NULL,"LEGACY TENURE"
"Human Resources",2006-07-28,,NULL,"LEGACY TENURE"
"Human Resources",2009-01-20,,NULL,"LEGACY TENURE"
"Human Resources",2019-12-20,,NULL,"LEGACY TENURE"
"Human Resources",2006-11-11,,NULL,"LEGACY TENURE"
"Human Resources",2019-03-19,,NULL,"LEGACY TENURE"
"Human Resources",2006-07-01,,NULL,"LEGACY TENURE"
"Human Resources",2011-06-25,,NULL,"LEGACY TENURE"
"Human Resources",2015-06-06,,NULL,"LEGACY TENURE"
"Human Resources",2009-03-29,,NULL,"LEGACY TENURE"
"Human Resources",2019-08-20,,NULL,"LEGACY TENURE"
"Human Resources",2016-12-21,,NULL,"LEGACY TENURE"
"Human Resources",2013-05-25,,NULL,"LEGACY TENURE"
"Human Resources",2013-01-10,2030-05-17,17.3589,"LEGACY TENURE"
"Human Resources",2002-03-24,,NULL,"LEGACY TENURE"
"Human Resources",2011-07-18,,NULL,"LEGACY TENURE"
"Human Resources",2004-10-22,,NULL,"LEGACY TENURE"
"Human Resources",2020-04-08,,NULL,"LEGACY TENURE"
"Human Resources",2012-09-10,,NULL,"LEGACY TENURE"
"Human Resources",2014-12-11,,NULL,"LEGACY TENURE"
"Human Resources",2020-11-21,,NULL,"LEGACY TENURE"
"Human Resources",2008-02-09,,NULL,"LEGACY TENURE"
"Human Resources",2005-02-01,,NULL,"LEGACY TENURE"
"Human Resources",2013-01-27,2021-09-14,8.6356,"MEDIUM TERM"
"Human Resources",2007-06-24,,NULL,"LEGACY TENURE"
"Human Resources",2006-06-12,,NULL,"LEGACY TENURE"
"Human Resources",2016-12-10,,NULL,"LEGACY TENURE"
"Human Resources",2006-04-25,,NULL,"LEGACY TENURE"
"Human Resources",2019-01-20,,NULL,"LEGACY TENURE"
"Human Resources",2011-05-25,2024-12-08,13.5507,"LONG TERM"
"Human Resources",2000-12-23,,NULL,"LEGACY TENURE"
"Human Resources",2001-01-26,,NULL,"LEGACY TENURE"
"Human Resources",2006-04-19,,NULL,"LEGACY TENURE"
"Human Resources",2018-02-09,,NULL,"LEGACY TENURE"
"Human Resources",2015-09-24,,NULL,"LEGACY TENURE"
"Human Resources",2006-01-27,,NULL,"LEGACY TENURE"
"Human Resources",2010-10-16,,NULL,"LEGACY TENURE"
"Human Resources",2010-03-04,,NULL,"LEGACY TENURE"
"Human Resources",2004-10-03,,NULL,"LEGACY TENURE"
"Human Resources",2014-07-13,,NULL,"LEGACY TENURE"
"Human Resources",2016-10-10,,NULL,"LEGACY TENURE"
"Human Resources",2000-12-10,,NULL,"LEGACY TENURE"
"Human Resources",2011-07-21,,NULL,"LEGACY TENURE"
"Human Resources",2020-12-13,,NULL,"LEGACY TENURE"
"Human Resources",2006-06-24,,NULL,"LEGACY TENURE"
"Human Resources",2013-10-24,,NULL,"LEGACY TENURE"
"Human Resources",2016-11-27,2026-10-21,9.9041,"MEDIUM TERM"
"Human Resources",2015-04-25,,NULL,"LEGACY TENURE"
"Human Resources",2007-11-25,2019-05-30,11.5178,"LONG TERM"
"Human Resources",2018-05-06,,NULL,"LEGACY TENURE"
"Human Resources",2013-03-24,,NULL,"LEGACY TENURE"
"Human Resources",2007-01-20,2018-10-25,11.7699,"LONG TERM"
"Human Resources",2013-06-04,,NULL,"LEGACY TENURE"
"Human Resources",2014-11-22,,NULL,"LEGACY TENURE"
"Human Resources",2017-06-04,,NULL,"LEGACY TENURE"
"Human Resources",2005-11-02,,NULL,"LEGACY TENURE"
"Human Resources",2002-09-17,,NULL,"LEGACY TENURE"
"Human Resources",2009-07-27,,NULL,"LEGACY TENURE"
"Human Resources",2016-03-11,,NULL,"LEGACY TENURE"
"Human Resources",2006-07-16,,NULL,"LEGACY TENURE"
"Human Resources",2018-12-05,,NULL,"LEGACY TENURE"
"Human Resources",2012-04-09,,NULL,"LEGACY TENURE"
"Human Resources",2015-05-31,,NULL,"LEGACY TENURE"
"Human Resources",2008-10-31,,NULL,"LEGACY TENURE"
"Human Resources",2018-07-25,,NULL,"LEGACY TENURE"
"Human Resources",2014-04-04,2022-07-24,8.3096,"MEDIUM TERM"
"Human Resources",2007-12-07,,NULL,"LEGACY TENURE"
"Human Resources",2005-04-26,,NULL,"LEGACY TENURE"
"Human Resources",2009-06-11,2016-09-04,7.2384,"MEDIUM TERM"
"Human Resources",2020-02-28,,NULL,"LEGACY TENURE"
"Human Resources",2018-08-18,,NULL,"LEGACY TENURE"
"Human Resources",2011-02-05,,NULL,"LEGACY TENURE"
"Human Resources",2014-01-25,,NULL,"LEGACY TENURE"
"Human Resources",2004-04-23,,NULL,"LEGACY TENURE"
"Human Resources",2002-12-11,2023-02-25,20.2219,"LEGACY TENURE"
"Human Resources",2013-10-01,,NULL,"LEGACY TENURE"
"Human Resources",2003-07-22,,NULL,"LEGACY TENURE"
"Human Resources",2003-03-17,,NULL,"LEGACY TENURE"
"Human Resources",2014-05-15,,NULL,"LEGACY TENURE"
"Human Resources",2016-11-03,,NULL,"LEGACY TENURE"
"Human Resources",2019-01-23,,NULL,"LEGACY TENURE"
"Human Resources",2003-03-11,,NULL,"LEGACY TENURE"
"Human Resources",2018-10-28,,NULL,"LEGACY TENURE"
"Human Resources",2018-11-22,,NULL,"LEGACY TENURE"
"Human Resources",2004-07-01,,NULL,"LEGACY TENURE"
"Human Resources",2015-11-05,,NULL,"LEGACY TENURE"
"Human Resources",2001-01-18,,NULL,"LEGACY TENURE"
"Human Resources",2017-01-22,2031-09-23,14.6767,"LONG TERM"
"Human Resources",2006-09-18,,NULL,"LEGACY TENURE"
"Human Resources",2014-05-03,2019-06-11,5.1096,"MEDIUM TERM"
"Human Resources",2005-12-25,,NULL,"LEGACY TENURE"
"Human Resources",2007-07-06,,NULL,"LEGACY TENURE"
"Human Resources",2002-06-22,,NULL,"LEGACY TENURE"
"Human Resources",2015-05-28,,NULL,"LEGACY TENURE"
"Human Resources",2003-05-09,2006-03-20,2.8658,"MEDIUM TERM"
